,id,text,caption,label,image,IsSarcasm
1387,823312885703000064,"from their entrance on the field to the final whistle , the <user> were on and are headed to the super bowl !","the falcons and packers are in the final
",0,data/mmsd2/dataset_image/823312885703000064.jpg,Not Sarcastic
1388,818607182266695682,"happy birthday to the leader of the brotherhood ! our head coach , coach solis ! god bless you coach !","a man in a yellow tie holding up a basketball
",0,data/mmsd2/dataset_image/818607182266695682.jpg,Not Sarcastic
1390,860705926105489409,"so , preds go for the win on sunday , & i get to mop up muddy doggy prints too ... happy happy joy joy","a close up of a dark surface with some small white spots
",1,data/mmsd2/dataset_image/860705926105489409.jpg,Sarcastic
1391,822953969378938880,# mvvyoduenc feels <user>,"two girls are posing for a photo on instagram
",0,data/mmsd2/dataset_image/822953969378938880.jpg,Not Sarcastic
1393,817516728620027904,the time has come for awesome road blues to return to the major leagues .,"the st louis cardinals baseball team during the game against the chicago cubs
",0,data/mmsd2/dataset_image/817516728620027904.jpg,Not Sarcastic
1394,822585894360248324,""" come to mama "" by lady gaga was named as one of the best peaceful protest songs by out magazine .","lady gaga's new album 'lady gaga' is out now
",0,data/mmsd2/dataset_image/822585894360248324.jpg,Not Sarcastic
1395,878017960610111488,<user> who 's brilliant idea was this ? ? congratulations ! ! makes so much sense ! ! boxes that open the same way !,"two boxes of energy drink and a bottle of toothpaste
",1,data/mmsd2/dataset_image/878017960610111488.jpg,Sarcastic
1396,822231284319744000,make america sane again,"person now remember this friday we go back to two genders
",1,data/mmsd2/dataset_image/822231284319744000.jpg,Sarcastic
1399,815708757976088576,i 've got you in my sights !,"a woman in a costume holding a gun
",0,data/mmsd2/dataset_image/815708757976088576.jpg,Not Sarcastic
1400,822947051055022082,college in four pictures,"cartoon spongebob with the caption, ""i have $3""
",1,data/mmsd2/dataset_image/822947051055022082.jpg,Sarcastic
1401,820048966821638144,i really tried today,"a woman in jeans and a pink top standing in front of a wall
",0,data/mmsd2/dataset_image/820048966821638144.jpg,Not Sarcastic
1402,822588311097212928,congratulations to all of the cast tonight . what an amazing performance ! <user> <user>,"a group of people posing for a photo on a stage
",0,data/mmsd2/dataset_image/822588311097212928.jpg,Not Sarcastic
1403,810136680585920513,"flying with <user> is fun , since you get to hang out in the airport shuttle for 15min","a view of a runway at night with a plane parked on it
",1,data/mmsd2/dataset_image/810136680585920513.jpg,Sarcastic
1404,822232142688174080,2017 eastern conference nba all-star game starters kyrie irving demar derozan jimmy butler giannis antetokounmpo lebron james,"the nba all star team is shown in this poster
",0,data/mmsd2/dataset_image/822232142688174080.jpg,Not Sarcastic
1405,820412685292597252,haven 't seen a more resonant skate photo since < 3,"a skateboarder riding down the stairs of a building
",0,data/mmsd2/dataset_image/820412685292597252.jpg,Not Sarcastic
1406,820417372725055491,4281 pounds of food were donated at today 's # fillthebowl game to benefit the community action coalition . thank you # badgers fans !,"a large pile of garbage bags and bags sitting on top of a table
",0,data/mmsd2/dataset_image/820417372725055491.jpg,Not Sarcastic
1407,817518937009168384,the amazing team of keith wiggins during their presentation of the pacific pr01 . <user> <user> <user>,"a man in a suit standing next to a race car
",0,data/mmsd2/dataset_image/817518937009168384.jpg,Not Sarcastic
1408,683800787995066368,eve had theapple . i have these .,"a plate with four pastries on it
",1,data/mmsd2/dataset_image/683800787995066368.jpg,Sarcastic
1410,822947048018341890,new sign out front 222 pitt rd mooresville stop by,"a sign that says circle motorsports
",0,data/mmsd2/dataset_image/822947048018341890.jpg,Not Sarcastic
1412,818242546983800834,the end of the beginning of january,"a snowy road with power lines and trees
",0,data/mmsd2/dataset_image/818242546983800834.jpg,Not Sarcastic
1413,828737550529355777,yes . dang it ! ! so true ! ! ! !,"a bar graph that says value of something before you have it
",1,data/mmsd2/dataset_image/828737550529355777.jpg,Sarcastic
1414,822226460907712513,good morning,"a white background with a green circle and a red circle
",0,data/mmsd2/dataset_image/822226460907712513.jpg,Not Sarcastic
1415,707274818740215809,good to see hanbitsoft is really making the most of the hellgate ip . : london,"hellgate london fps - screenshot
",1,data/mmsd2/dataset_image/707274818740215809.jpg,Sarcastic
1417,819695299648073728,when people respond with 'lol ' instead of 'jsjgjhg ',"a man with a creepy face in a classroom
",1,data/mmsd2/dataset_image/819695299648073728.jpg,Sarcastic
1418,818604697548443648,"why did jongdae look so good on this day his hair , his tiddies trying to breathe through his shirt i love it","a man wearing a face mask walking down the street
",0,data/mmsd2/dataset_image/818604697548443648.jpg,Not Sarcastic
1419,871832857328701440,that 's just mean ... :(,"the media can't be reached
",1,data/mmsd2/dataset_image/871832857328701440.jpg,Sarcastic
1420,822224563887030276,"the day i chinned <user> and it made national news the following day . what a good man , he gave me the best advice ever in my life .","mike tyson and his son mike tyson junior
",1,data/mmsd2/dataset_image/822224563887030276.jpg,Sarcastic
1421,821869699369762816,my idiot son opened his mouth and,"donald trump's twitter account is being used to promote his business
",1,data/mmsd2/dataset_image/821869699369762816.jpg,Sarcastic
1422,816585639147765760,"oh boy , oh boy , i won !","google gmail account activation
",1,data/mmsd2/dataset_image/816585639147765760.jpg,Sarcastic
1423,819687699758088192,how else do you learn math ?,"the only kind of math that i didn't hate was math circus
",1,data/mmsd2/dataset_image/819687699758088192.jpg,Sarcastic
1424,822593583555444736,ll is about to strike in indy !,"cheerleaders performing in a competition
",0,data/mmsd2/dataset_image/822593583555444736.jpg,Not Sarcastic
1425,884654097185611776,that 's going so well ...,"tereasa maya's tweet on aadit's return
",1,data/mmsd2/dataset_image/884654097185611776.jpg,Sarcastic
1426,823312293446504448,"i don 't care if it 's 60 degrees out , the steelers have won every time we light the fire so 's i 'm lighting it .","a fire in a fireplace with a lit log
",0,data/mmsd2/dataset_image/823312293446504448.jpg,Not Sarcastic
1428,691072273537630209,oscarssowhite sure can see how mistreated they are now . it 's terrible . <user> <user>,"will smith's mansion in hollywood
",1,data/mmsd2/dataset_image/691072273537630209.jpg,Sarcastic
1429,696530381869154305,absurdity . gov fallin wants to use cigarette taxes to fund pay raises . smoke em if you 've got em !,"a teacher is pointing at a map with the words cigarettes 4 teachers
",1,data/mmsd2/dataset_image/696530381869154305.jpg,Sarcastic
1430,820051679374675968,have a beautiful night <user> addict © owner,"a man with long hair holding a guitar
",0,data/mmsd2/dataset_image/820051679374675968.jpg,Not Sarcastic
1432,819691393253830656,"broooo i can 't , this man is an angel","a man holding a dog with a tattoo on his arm
",0,data/mmsd2/dataset_image/819691393253830656.jpg,Not Sarcastic
1433,734913814936715264,"lajeunesse street in montreal city work at its best , so proud , are you <user> ? <user>","a long street with cars parked on both sides
",1,data/mmsd2/dataset_image/734913814936715264.jpg,Sarcastic
1434,819329201207537665,"exports , 2015 . france , the uk and russia combined : $ 1.29 trillion germany : $ 1.31 trillion","the flag of germany is shown in black, yellow and red
",0,data/mmsd2/dataset_image/819329201207537665.jpg,Not Sarcastic
1436,724795242269036544,tired of pet hair ? try this new appliance today and solve the problem ... permanently .,"a shotgun with a black stock and a black barrel
",1,data/mmsd2/dataset_image/724795242269036544.jpg,Sarcastic
1437,851114133990895617,does it mean chandler bing is the smartest among all the six ?,"harvard business school sign
",1,data/mmsd2/dataset_image/851114133990895617.jpg,Sarcastic
1438,820054334897524739,jack johnson in <user> 's snapchat,"a shirtless man is throwing a basketball
",0,data/mmsd2/dataset_image/820054334897524739.jpg,Not Sarcastic
1439,819687144109305856,rt for good luck,"a cat is laying on a bed with its eyes closed
",0,data/mmsd2/dataset_image/819687144109305856.jpg,Not Sarcastic
1441,686724563493720064,creative .,"translating twitter - iphone
",1,data/mmsd2/dataset_image/686724563493720064.jpg,Sarcastic
1442,779133811535798272,i am breaking all of the rules tonight .,"a person holding a chocolate bar in front of a tablet
",1,data/mmsd2/dataset_image/779133811535798272.jpg,Sarcastic
1443,831246123180376066,other things i include in all designs because they 're relatable .,"a pattern of green avocados on a white background
",1,data/mmsd2/dataset_image/831246123180376066.jpg,Sarcastic
1444,867604637343514629,first <user> tried to hack # sethrich . now me ! proof in screenshot .....,"a screenshot of the email that is being sent to the email
",1,data/mmsd2/dataset_image/867604637343514629.jpg,Sarcastic
1448,728859790580011008,"hey there , i 'm a "" nillionaire ""","millionaire quotes
",1,data/mmsd2/dataset_image/728859790580011008.jpg,Sarcastic
1449,719382525613879297,same feeling xd,"the text is from a friend who is in the exam hall
",1,data/mmsd2/dataset_image/719382525613879297.jpg,Sarcastic
1450,701950614700339200,hospital again yay,"a person with a drip on their hand
",1,data/mmsd2/dataset_image/701950614700339200.jpg,Sarcastic
1452,787748107304009729,"clearly , the show did not get cancelled . the new promo pics are so special . cw paid a lot to make them . obviously .","a woman in a bikini drinking coffee
",1,data/mmsd2/dataset_image/787748107304009729.jpg,Sarcastic
1453,869750153711722497,the podiatrist 's office has never lookedso fly,"who what wear post-operation fashion
",1,data/mmsd2/dataset_image/869750153711722497.jpg,Sarcastic
1454,883059670377783297,that 79 ° dew point in myrtle beach feels oh so refreshing !,"a weather chart with the words comfort index
",1,data/mmsd2/dataset_image/883059670377783297.jpg,Sarcastic
1456,720309403396612096,this man starting for atletico ..... im not too concerned lmao hahaha,"fifa 14 mobile app - screenshot
",1,data/mmsd2/dataset_image/720309403396612096.jpg,Sarcastic
1457,864701689604866048,wow our country certainly knew how to fight a war . how else could you explain the 60million deaths ? <user>,"i just rolled my eyes so hard i saw my brain
",1,data/mmsd2/dataset_image/864701689604866048.jpg,Sarcastic
1458,818607465876975616,"iberia , missouri . tigers woods pictured below dining at "" iberia family dinner "" # 3 on his top 10 all time favorite restaurants .","a large square with people walking around and a clock tower
",0,data/mmsd2/dataset_image/818607465876975616.jpg,Not Sarcastic
1459,818607189552144384,london zhiloh in supreme underwear,"a woman wearing a black jacket and fishnet top
",0,data/mmsd2/dataset_image/818607189552144384.jpg,Not Sarcastic
1460,823314829914021888,my message to every green bay packer fan,"a woman in a leather jacket and scarf making the peace sign
",1,data/mmsd2/dataset_image/823314829914021888.jpg,Sarcastic
1464,819693221966184448,# twdfamily <user> <user> <user> <user> <user> <user> <user> eduardo the tiger,"a close up of a tiger with a scarf
",0,data/mmsd2/dataset_image/819693221966184448.jpg,Not Sarcastic
1465,702298789520871424,gee thanks <user> i can save $ 20 / month to pay an additional three years !,"subaru's new vehicle pricing
",1,data/mmsd2/dataset_image/702298789520871424.jpg,Sarcastic
1468,862652544488812544,"an appealing letter to my so called "" friend ""","dear trollmill,
",1,data/mmsd2/dataset_image/862652544488812544.jpg,Sarcastic
1469,890578659014320130,what an awesome company and a great addition to wisconsin .,"a twitter account with a picture of the president and his staff
",1,data/mmsd2/dataset_image/890578659014320130.jpg,Sarcastic
1470,877881532404379648,- akhileshyadav is struggling for a govt job riding this bicycle .,"biju janta party's biju prasad maha
",1,data/mmsd2/dataset_image/877881532404379648.jpg,Sarcastic
